order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
5201-1,8/7/2013,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Home Office,9,High,82,Small Pack,Regular Air,8/9/2013,1.46,3.57,23,82.11,0.09,7.39,82.02,4.17,86.19
5202-1,8/8/2013,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,1,Not Specified,73,Small Box,Express Air,8/9/2013,6.51,30.98,44,1363.12,0.02,27.26,1363.1,6.5,1369.6
5204-1,8/9/2013,Kean Takahito,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,7,Not Specified,83,Small Box,Regular Air,8/10/2013,18.38,29.17,8,233.36,0.02,4.67,233.34,6.27,239.61
5206-1,8/9/2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,9,Low,72,Large Box,Regular Air,8/13/2013,216,449.99,40,17999.6,0.04,719.98,17999.56,24.49,18024.05
5207-1,8/9/2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Low,4,Jumbo Drum,Delivery Truck,8/16/2013,75,120.97,35,4233.95,0.08,338.72,4233.87,26.3,4260.17
5208-1,8/10/2013,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,8,High,84,Small Box,Regular Air,8/12/2013,3.5,5.74,50,287,0.1,28.7,286.9,5.01,291.91
5209-1,8/11/2013,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,9,Low,85,Wrap Bag,Regular Air,8/13/2013,0.93,1.48,19,28.12,0.09,2.53,28.03,0.7,28.73
5211-1,8/12/2013,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Small Business,6,High,86,Small Box,Express Air,8/14/2013,67.73,165.2,37,6112.4,0.04,244.5,6112.36,19.99,6132.35
5212-1,8/14/2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,12,Low,87,Small Box,Regular Air,8/23/2013,2.18,3.52,12,42.24,0.04,1.69,42.2,6.83,49.03
5213-1,8/15/2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,High,70,Wrap Bag,Express Air,8/16/2013,1.31,2.84,13,36.92,0.01,0.37,36.91,0.93,37.84
5214-1,8/17/2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Not Specified,24,Wrap Bag,Regular Air,8/17/2013,2.52,4,41,164,0.02,3.28,163.98,1.3,165.28
5215-1,8/20/2013,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Home Office,7,High,88,Large Box,Express Air,8/22/2013,56.16,136.98,41,5616.18,0.04,224.65,5616.14,24.49,5640.63
5216-1,8/20/2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,1,Low,33,Wrap Bag,Regular Air,8/22/2013,3.47,6.68,5,33.4,0.09,3.01,33.31,1.5,34.81
5218-1,8/22/2013,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Small Business,10,Low,86,Small Box,Regular Air,8/24/2013,67.73,165.2,23,3799.6,0.07,265.97,3799.53,19.99,3819.52
5220-1,8/24/2013,Skye Norling,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,6,Not Specified,89,Small Pack,Regular Air,8/27/2013,5.19,12.98,45,584.1,0.02,11.68,584.08,3.14,587.22
5221-1,8/25/2013,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,2,Not Specified,42,Small Box,Regular Air,8/26/2013,1.18,1.88,42,78.96,0,0,78.96,1.49,80.45
5222-1,8/25/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,6,Medium,22,Small Box,Regular Air,8/26/2013,3.52,5.68,32,181.76,0.05,9.09,181.71,1.39,183.1
5224-1,8/28/2013,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,7,Not Specified,77,Small Box,Regular Air,8/29/2013,1.94,3.08,45,138.6,0.04,5.54,138.56,0.99,139.55
5225-1,8/29/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,6,Not Specified,32,Small Box,Regular Air,8/30/2013,8.71,14.28,8,114.24,0.01,1.14,114.23,2.99,117.22
5226-1,8/29/2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,7,Low,50,Small Box,Regular Air,9/3/2013,60.59,100.98,12,1211.76,0.04,48.47,1211.72,7.18,1218.9
5227-1,8/30/2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,7,Medium,90,Small Box,Express Air,9/1/2013,2.45,3.89,32,124.48,0.09,11.2,124.39,7.01,131.4
5229-1,9/1/2013,Carol Triggs,"644 George St,Sydney",Sydney,NSW,Home Office,13,Critical,42,Small Box,Regular Air,9/2/2013,1.18,1.88,43,80.84,0.03,2.43,80.81,1.49,82.3
5231-1,9/2/2013,Andrew Allen,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,4,High,75,Small Box,Regular Air,9/3/2013,4.46,10.89,9,98.01,0.03,2.94,97.98,4.5,102.48
5232-1,9/3/2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,8,Low,82,Small Pack,Regular Air,9/5/2013,1.46,3.57,26,92.82,0.04,3.71,92.78,4.17,96.95
5234-1,9/4/2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,9,Not Specified,60,Wrap Bag,Express Air,9/6/2013,3.32,5.18,37,191.66,0.07,13.42,191.59,2.04,193.63
5235-1,9/4/2013,Max Ludwig,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,12,Low,44,Small Box,Regular Air,9/9/2013,3.84,6.3,39,245.7,0.1,24.57,245.6,0.5,246.1
5236-1,9/9/2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Not Specified,77,Small Box,Regular Air,9/10/2013,1.94,3.08,24,73.92,0.04,2.96,73.88,0.99,74.87
5238-1,9/10/2013,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,6,Not Specified,53,Wrap Bag,Regular Air,9/12/2013,1.76,3.38,27,91.26,0.08,7.3,91.18,0.85,92.03
5239-1,9/12/2013,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,12,Critical,75,Small Box,Regular Air,9/14/2013,4.46,10.89,37,402.93,0.1,40.29,402.83,4.5,407.33
5240-1,9/12/2013,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,7,Not Specified,13,Small Box,Regular Air,9/15/2013,4.89,7.64,44,336.16,0.01,3.36,336.15,1.39,337.54
5241-1,9/12/2013,Michael Granlund,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,4,Medium,91,Small Box,Regular Air,9/14/2013,42.11,80.98,34,2753.32,0.07,192.73,2753.25,7.18,2760.43
5242-1,9/14/2013,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,13,Low,92,Small Pack,Express Air,9/18/2013,2.5,5.68,46,261.28,0.1,26.13,261.18,3.6,264.78
5244-1,9/17/2013,Marina Lichtenstein,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,High,84,Small Box,Regular Air,9/19/2013,3.5,5.74,3,17.22,0.08,1.38,17.14,5.01,22.15
5246-1,9/18/2013,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,5,Low,36,Small Box,Express Air,9/25/2013,13.88,22.38,16,358.08,0,0,358.08,15.1,373.18
5247-1,9/20/2013,Ann Chong,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,14,High,14,Small Box,Regular Air,9/21/2013,36.02,58.1,7,406.7,0.1,40.67,406.6,1.49,408.09
5248-1,9/22/2013,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,1,Critical,23,Small Pack,Regular Air,9/24/2013,0.94,2.08,43,89.44,0.05,4.47,89.39,2.56,91.95
5250-1,9/23/2013,Chloris Kastensmidt,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Consumer,11,Low,39,Medium Box,Regular Air,9/30/2013,9.91,15.99,27,431.73,0.01,4.32,431.72,11.28,443
5251-1,9/26/2013,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,1,Medium,60,Wrap Bag,Regular Air,9/28/2013,3.32,5.18,23,119.14,0.05,5.96,119.09,2.04,121.13
5253-1,9/26/2013,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,High,93,Small Box,Regular Air,9/28/2013,14.95,34.76,15,521.4,0.09,46.93,521.31,8.22,529.53
5254-1,9/27/2013,Michael Grace,"402 Argyle St,Moss Vale",Sydney,NSW,Corporate,6,Low,94,Small Box,Regular Air,10/2/2013,22.18,54.1,19,1027.9,0.1,102.79,1027.8,19.99,1047.79
5256-1,9/30/2013,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,6,Not Specified,60,Wrap Bag,Regular Air,10/2/2013,3.32,5.18,10,51.8,0.01,0.52,51.79,2.04,53.83
5257-1,10/1/2013,John Dryer,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,8,Medium,52,Small Pack,Express Air,10/2/2013,20.18,35.41,16,566.56,0,0,566.56,1.99,568.55
5259-1,10/3/2013,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,4,High,37,Wrap Bag,Express Air,10/4/2013,21.56,36.55,46,1681.3,0.05,84.07,1681.25,13.89,1695.14
5260-1,10/4/2013,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Corporate,10,High,54,Small Box,Regular Air,10/5/2013,178.83,415.88,2,831.76,0.08,66.54,831.68,11.37,843.05
5261-1,10/5/2013,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,6,Low,95,Small Box,Regular Air,10/12/2013,41.28,95.99,17,1631.83,0.09,146.86,1631.74,8.99,1640.73
5263-1,10/5/2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,1,Medium,62,Small Box,Regular Air,10/7/2013,1.33,2.08,16,33.28,0.04,1.33,33.24,1.49,34.73
5265-1,10/6/2013,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,2,Medium,25,Medium Box,Regular Air,10/7/2013,8.82,20.99,25,524.75,0.05,26.24,524.7,4.81,529.51
5267-1,10/9/2013,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,13,Medium,80,Wrap Bag,Regular Air,10/11/2013,1.53,2.78,6,16.68,0.01,0.17,16.67,1.34,18.01
5268-1,10/11/2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,9,Not Specified,90,Small Box,Regular Air,10/13/2013,2.45,3.89,2,7.78,0.07,0.54,7.71,7.01,14.72
5268-2,10/11/2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,9,Not Specified,86,Small Box,Regular Air,10/12/2013,67.73,165.2,6,991.2,0.09,89.21,991.11,19.99,1011.1
5272-1,10/11/2013,Amy Cox,"523 King St,Newtown",Sydney,NSW,Small Business,7,Critical,9,Wrap Bag,Regular Air,10/12/2013,1.09,1.68,38,63.84,0.07,4.47,63.77,1,64.77
5274-1,10/13/2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Critical,96,Small Box,Regular Air,10/14/2013,62.4,155.99,48,7487.52,0.04,299.5,7487.48,8.08,7495.56
5274-2,10/13/2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Critical,58,Small Box,Regular Air,10/13/2013,3.4,5.4,8,43.2,0.08,3.46,43.12,7.78,50.9
5277-1,10/20/2013,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,9,Critical,7,Wrap Bag,Regular Air,10/22/2013,1.09,2.6,36,93.6,0,0,93.6,2.4,96
5278-1,10/20/2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,Critical,27,Small Box,Express Air,10/20/2013,1.59,2.61,1,2.61,0.06,0.16,2.55,0.5,3.05
5279-1,10/20/2013,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Medium,74,Small Box,Regular Air,10/21/2013,3.65,5.98,21,125.58,0.02,2.51,125.56,1.49,127.05
5280-1,10/21/2013,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Not Specified,74,Small Box,Regular Air,10/23/2013,3.65,5.98,40,239.2,0,0,239.2,1.49,240.69
5282-1,10/21/2013,Amy Cox,"523 King St,Newtown",Sydney,NSW,Small Business,7,Not Specified,42,Small Box,Regular Air,10/23/2013,1.18,1.88,33,62.04,0.07,4.34,61.97,1.49,63.46
5284-1,10/24/2013,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,3,High,97,Small Box,Regular Air,10/27/2013,4.53,7.3,31,226.3,0.03,6.79,226.27,7.72,233.99
5286-1,10/25/2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,5,High,98,Small Box,Regular Air,10/27/2013,11.04,16.98,27,458.46,0.1,45.85,458.36,12.39,470.75
5288-1,10/26/2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,3,Not Specified,58,Small Box,Regular Air,10/28/2013,3.4,5.4,47,253.8,0.03,7.61,253.77,7.78,261.55
5290-1,10/28/2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,8,High,34,Small Pack,Regular Air,10/29/2013,1.87,8.12,37,300.44,0,0,300.44,2.83,303.27
5291-1,10/28/2013,Paul Prost,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,8,High,99,Small Pack,Express Air,10/29/2013,16.8,40.97,11,450.67,0.03,13.52,450.64,8.99,459.63
5292-1,10/29/2013,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,2,Critical,77,Small Box,Regular Air,10/30/2013,1.94,3.08,41,126.28,0.04,5.05,126.24,0.99,127.23
5294-1,11/1/2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,3,Critical,34,Small Pack,Regular Air,11/2/2013,1.87,8.12,16,129.92,0.03,3.9,129.89,2.83,132.72
5296-1,11/2/2013,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,9,Medium,97,Small Box,Regular Air,11/3/2013,4.53,7.3,45,328.5,0.04,13.14,328.46,7.72,336.18
5298-1,11/3/2013,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Corporate,10,Critical,89,Small Pack,Regular Air,11/3/2013,5.19,12.98,40,519.2,0.05,25.96,519.15,3.14,522.29
5299-1,11/5/2013,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Not Specified,100,Small Box,Regular Air,11/7/2013,2.29,3.69,42,154.98,0.04,6.2,154.94,0.5,155.44
5300-1,11/5/2013,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,4,Critical,101,Wrap Bag,Regular Air,11/6/2013,5.22,9.85,27,265.95,0.1,26.6,265.85,4.82,270.67
5302-1,11/7/2013,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,6,Medium,40,Wrap Bag,Express Air,11/8/2013,3.75,7.08,29,205.32,0.07,14.37,205.25,2.35,207.6
5303-1,11/9/2013,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Low,60,Wrap Bag,Regular Air,11/9/2013,3.32,5.18,8,41.44,0.06,2.49,41.38,2.04,43.42
5304-1,11/12/2013,Jas OCarroll,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,9,Medium,102,Small Box,Regular Air,11/14/2013,3.37,5.53,17,94.01,0.02,1.88,93.99,6.98,100.97
5305-1,11/15/2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Not Specified,48,Small Box,Regular Air,11/17/2013,12.39,19.98,47,939.06,0.04,37.56,939.02,5.77,944.79
5307-1,11/16/2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,5,Not Specified,19,Small Pack,Regular Air,11/16/2013,5.5,12.22,27,329.94,0.07,23.1,329.87,2.85,332.72
5309-1,11/16/2013,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Critical,103,Wrap Bag,Regular Air,11/17/2013,1.76,2.94,23,67.62,0.07,4.73,67.55,0.81,68.36
5310-1,11/17/2013,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,5,Critical,29,Small Box,Express Air,11/19/2013,39.64,152.48,2,304.96,0.02,6.1,304.94,6.5,311.44
5311-1,11/17/2013,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,8,Critical,104,Small Pack,Regular Air,11/18/2013,3.51,8.57,24,205.68,0.06,12.34,205.62,6.14,211.76
5312-1,11/17/2013,Eugene Barchas,"Crown Complex,Southbank",Melbourne,VIC,Corporate,8,High,90,Small Box,Regular Air,11/17/2013,2.45,3.89,47,182.83,0,0,182.83,7.01,189.84
5313-1,11/18/2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Low,57,Wrap Bag,Regular Air,11/20/2013,1.6,2.62,26,68.12,0.09,6.13,68.03,0.8,68.83
5314-1,11/18/2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,3,High,66,Small Box,Regular Air,11/20/2013,21.56,35.94,19,682.86,0.09,61.46,682.77,6.66,689.43
5315-1,11/19/2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,7,Medium,17,Small Box,Regular Air,11/21/2013,4.59,7.28,3,21.84,0.01,0.22,21.83,11.15,32.98
5316-1,11/20/2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,5,Low,78,Jumbo Drum,Delivery Truck,11/27/2013,76.79,119.99,4,479.96,0.06,28.8,479.9,14,493.9
5318-1,11/20/2013,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,8,Not Specified,33,Wrap Bag,Regular Air,11/21/2013,3.47,6.68,15,100.2,0.03,3.01,100.17,1.5,101.67
5319-1,11/23/2013,Justin Hirsh,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,4,Not Specified,105,Small Pack,Regular Air,11/24/2013,11.38,18.65,19,354.35,0.07,24.8,354.28,3.77,358.05
5321-1,11/23/2013,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Medium,84,Small Box,Express Air,11/25/2013,3.5,5.74,27,154.98,0.08,12.4,154.9,5.01,159.91
5323-1,11/27/2013,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Consumer,9,Critical,21,Small Box,Regular Air,11/29/2013,81.59,159.99,50,7999.5,0.05,399.98,7999.45,5.5,8004.95
5324-1,11/29/2013,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,5,High,78,Jumbo Drum,Delivery Truck,12/1/2013,76.79,119.99,8,959.92,0.09,86.39,959.83,14,973.83
5326-1,12/5/2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Not Specified,99,Small Pack,Express Air,12/7/2013,16.8,40.97,49,2007.53,0.09,180.68,2007.44,8.99,2016.43
5328-1,12/8/2013,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,10,Low,57,Wrap Bag,Regular Air,12/15/2013,1.6,2.62,47,123.14,0.1,12.31,123.04,0.8,123.84
5330-1,12/8/2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,1,Medium,106,Wrap Bag,Regular Air,12/8/2013,0.93,1.6,25,40,0.1,4,39.9,1.29,41.19
5332-1,12/9/2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,Critical,71,Wrap Bag,Regular Air,12/9/2013,0.24,1.26,9,11.34,0.06,0.68,11.28,0.7,11.98
5334-1,12/10/2013,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,4,Not Specified,74,Small Box,Regular Air,12/12/2013,3.65,5.98,25,149.5,0.03,4.49,149.47,1.49,150.96
5335-1,12/11/2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Low,11,Small Box,Regular Air,12/13/2013,5.33,8.6,6,51.6,0.04,2.06,51.56,6.19,57.75
5335-2,12/11/2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Low,46,Wrap Bag,Regular Air,12/15/2013,2.29,3.58,30,107.4,0.01,1.07,107.39,1.63,109.02
5336-1,12/11/2013,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Low,83,Small Box,Regular Air,12/15/2013,18.38,29.17,16,466.72,0.07,32.67,466.65,6.27,472.92
5340-1,12/13/2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,6,Not Specified,107,Small Box,Regular Air,12/14/2013,3.75,5.77,9,51.93,0,0,51.93,4.97,56.9
5342-1,12/13/2013,Ben Peterman,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,5,Critical,108,Wrap Bag,Regular Air,12/15/2013,1.92,3.26,6,19.56,0.01,0.2,19.55,1.86,21.41
5343-1,12/16/2013,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Small Business,9,Critical,100,Small Box,Regular Air,12/19/2013,2.29,3.69,45,166.05,0.08,13.28,165.97,0.5,166.47
5345-1,12/17/2013,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,3,Critical,11,Small Box,Regular Air,12/19/2013,5.33,8.6,23,197.8,0.02,3.96,197.78,6.19,203.97
5346-1,12/19/2013,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,9,High,91,Small Box,Regular Air,12/21/2013,42.11,80.98,13,1052.74,0.03,31.58,1052.71,7.18,1059.89
5347-1,12/23/2013,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,7,Critical,29,Small Box,Regular Air,12/25/2013,39.64,152.48,41,6251.68,0.07,437.62,6251.61,6.5,6258.11
5349-1,12/23/2013,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,8,Medium,109,Small Box,Regular Air,12/23/2013,3.14,4.91,12,58.92,0.04,2.36,58.88,0.5,59.38
5350-1,12/27/2013,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,2,Low,83,Small Box,Regular Air,12/29/2013,18.38,29.17,37,1079.29,0.09,97.14,1079.2,6.27,1085.47
5352-1,12/29/2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Medium,2,Wrap Bag,Regular Air,12/30/2013,2.39,4.26,26,110.76,0.1,11.08,110.66,1.2,111.86
5354-1,12/29/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Small Business,6,Not Specified,50,Small Box,Regular Air,12/30/2013,60.59,100.98,1,100.98,0.1,10.1,100.88,7.18,108.06
5355-1,12/30/2013,Duane Huffman,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,6,High,110,Small Pack,Regular Air,12/31/2013,4.1,9.31,18,167.58,0.01,1.68,167.57,3.98,171.55
5357-1,12/30/2013,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,8,Low,41,Small Box,Regular Air,12/30/2013,13.64,20.98,23,482.54,0.03,14.48,482.51,1.49,484
5358-1,1/4/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,14,Critical,1,Small Box,Regular Air,1/6/2014,3.52,5.58,49,273.42,0.02,5.47,273.4,2.99,276.39
5358-2,1/4/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,14,Critical,94,Small Box,Regular Air,1/5/2014,22.18,54.1,42,2272.2,0.02,45.44,2272.18,19.99,2292.17
5360-1,1/7/2014,Philip Fox,"73 York St,Sydney",Sydney,NSW,Home Office,1,High,86,Small Box,Regular Air,1/7/2014,67.73,165.2,49,8094.8,0.05,404.74,8094.75,19.99,8114.74
5362-1,1/7/2014,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Home Office,14,Medium,111,Wrap Bag,Regular Air,1/8/2014,2.31,3.78,47,177.66,0.02,3.55,177.64,0.71,178.35
5364-1,1/8/2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,3,Low,36,Small Box,Regular Air,1/15/2014,13.88,22.38,21,469.98,0.04,18.8,469.94,15.1,485.04
5365-1,1/8/2014,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,9,Low,18,Wrap Bag,Regular Air,1/12/2014,1.3,2.88,46,132.48,0.04,5.3,132.44,1.01,133.45
5367-1,1/10/2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,7,Medium,58,Small Box,Express Air,1/10/2014,3.4,5.4,9,48.6,0.09,4.37,48.51,7.78,56.29
5367-2,1/10/2014,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,7,Medium,23,Small Pack,Regular Air,1/11/2014,0.94,2.08,43,89.44,0.05,4.47,89.39,2.56,91.95
5369-1,1/10/2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,8,Not Specified,88,Large Box,Express Air,1/11/2014,56.16,136.98,18,2465.64,0.02,49.31,2465.62,24.49,2490.11
5373-1,1/13/2014,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Home Office,8,Low,66,Small Box,Regular Air,1/18/2014,21.56,35.94,13,467.22,0.09,42.05,467.13,6.66,473.79
5375-1,1/14/2014,Nat Gilpin,"274 Canley Vale Rd,Canley Heights",Sydney,NSW,Consumer,5,Not Specified,58,Small Box,Express Air,1/16/2014,3.4,5.4,14,75.6,0.09,6.8,75.51,7.78,83.29
5377-1,1/14/2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,5,Not Specified,76,Wrap Bag,Regular Air,1/17/2014,1.95,3.98,41,163.18,0.07,11.42,163.11,0.83,163.94
5379-1,1/15/2014,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,1,Medium,89,Small Pack,Express Air,1/17/2014,5.19,12.98,34,441.32,0.04,17.65,441.28,3.14,444.42
5381-1,1/15/2014,Sanjit Engle,"12 Princess Hwy,Sylvania",Sydney,NSW,Home Office,12,Medium,112,Jumbo Drum,Delivery Truck,1/17/2014,219.61,535.64,1,535.64,0.05,26.78,535.59,14.7,550.29
5383-1,1/17/2014,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Critical,44,Small Box,Regular Air,1/19/2014,3.84,6.3,32,201.6,0.04,8.06,201.56,0.5,202.06
5384-1,1/23/2014,Mark Van Huff,"1 John Street,Waterloo",Sydney,NSW,Home Office,10,Not Specified,85,Wrap Bag,Regular Air,1/25/2014,0.93,1.48,27,39.96,0,0,39.96,0.7,40.66
